trial_id,title,condition,intervention,phase,status,start_date,estimated_completion,sponsor,enrollment_target,primary_endpoint,location,inclusion_criteria,exclusion_criteria
NCT35443800,A Phase II Study of Gene therapy in Asthma,Asthma,Vaccine,III,Suspended,2019-10-01,2022-05-14,Academic Medical Center,2538,Safety and efficacy of intervention in Asthma,Asia-Pacific,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT73618365,A Phase IV Study of Novel pharmaceutical compound in Hypertension,Hypertension,Medical device,IV,Not yet recruiting,2024-12-17,2027-03-12,Pfizer,3281,Safety and efficacy of intervention in Hypertension,United States,Adults aged 18-75 with confirmed Hypertension,"Pregnancy, severe comorbidities, previous treatment failure"
NCT85117243,A Phase I Study of Stem cell therapy in Chronic Kidney Disease,Chronic Kidney Disease,Surgical procedure,II,Not yet recruiting,2021-01-09,2024-05-18,GSK,3095,Safety and efficacy of intervention in Chronic Kidney Disease,Global,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT41268550,A Phase I Study of Behavioral intervention in Multiple Sclerosis,Multiple Sclerosis,Immunotherapy,II,Recruiting,2023-02-05,2026-04-09,Roche,2728,Safety and efficacy of intervention in Multiple Sclerosis,Europe,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT33848850,A Phase IV Study of Immunotherapy in Hepatitis C,Hepatitis C,Gene therapy,III,Not yet recruiting,2025-08-21,2028-08-28,Pfizer,1112,Safety and efficacy of intervention in Hepatitis C,Europe,Adults aged 18-75 with confirmed Hepatitis C,"Pregnancy, severe comorbidities, previous treatment failure"
NCT88568029,A Phase III Study of Gene therapy in Rheumatoid Arthritis,Rheumatoid Arthritis,Vaccine,II,"Active, not recruiting",2022-03-16,2025-12-03,Pfizer,588,Safety and efficacy of intervention in Rheumatoid Arthritis,Asia-Pacific,Adults aged 18-75 with confirmed Rheumatoid Arthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT79591239,A Phase I Study of Behavioral intervention in Heart Failure,Heart Failure,Surgical procedure,III,Terminated,2019-10-03,2023-05-07,Merck,532,Safety and efficacy of intervention in Heart Failure,Europe,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT29359085,A Phase IV Study of Surgical procedure in Alzheimer's Disease,Alzheimer's Disease,Medical device,II,Suspended,2023-04-04,2027-11-08,Roche,1933,Safety and efficacy of intervention in Alzheimer's Disease,Global,Adults aged 18-75 with confirmed Alzheimer's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT53672130,A Phase III Study of Stem cell therapy in Multiple Sclerosis,Multiple Sclerosis,Behavioral intervention,I,Completed,2020-07-04,2022-02-26,Novartis,1470,Safety and efficacy of intervention in Multiple Sclerosis,United States,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT20964937,A Phase III Study of Behavioral intervention in Hepatitis C,Hepatitis C,Dietary supplement,I,Terminated,2024-05-02,2028-09-05,Johnson & Johnson,2799,Safety and efficacy of intervention in Hepatitis C,Asia-Pacific,Adults aged 18-75 with confirmed Hepatitis C,"Pregnancy, severe comorbidities, previous treatment failure"
NCT75443476,A Phase III Study of Vaccine in ADHD,ADHD,Surgical procedure,IV,Not yet recruiting,2019-11-03,2021-04-09,GSK,4171,Safety and efficacy of intervention in ADHD,Europe,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT76123522,A Phase II Study of Surgical procedure in Alzheimer's Disease,Alzheimer's Disease,Medical device,II,Recruiting,2025-01-24,2029-08-13,Roche,4100,Safety and efficacy of intervention in Alzheimer's Disease,Global,Adults aged 18-75 with confirmed Alzheimer's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT81912585,A Phase I Study of Stem cell therapy in Sleep Apnea,Sleep Apnea,Surgical procedure,II,"Active, not recruiting",2025-01-20,2026-07-18,Novartis,50,Safety and efficacy of intervention in Sleep Apnea,United States,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT74549879,A Phase III Study of Gene therapy in Diabetes Type 1,Diabetes Type 1,Vaccine,III,Completed,2021-09-28,2024-08-29,Merck,781,Safety and efficacy of intervention in Diabetes Type 1,Global,Adults aged 18-75 with confirmed Diabetes Type 1,"Pregnancy, severe comorbidities, previous treatment failure"
NCT58874389,A Phase III Study of Stem cell therapy in Hypertension,Hypertension,Behavioral intervention,III,Completed,2024-12-01,2028-09-26,NIH,4562,Safety and efficacy of intervention in Hypertension,United States,Adults aged 18-75 with confirmed Hypertension,"Pregnancy, severe comorbidities, previous treatment failure"
NCT27929047,A Phase IV Study of Surgical procedure in Bipolar Disorder,Bipolar Disorder,Surgical procedure,IV,"Active, not recruiting",2025-04-27,2027-12-17,Merck,3277,Safety and efficacy of intervention in Bipolar Disorder,Asia-Pacific,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT37136110,A Phase III Study of Gene therapy in Sleep Apnea,Sleep Apnea,Combination therapy,II,Recruiting,2024-10-26,2027-10-29,NIH,389,Safety and efficacy of intervention in Sleep Apnea,Asia-Pacific,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT74137098,A Phase I Study of Behavioral intervention in Heart Failure,Heart Failure,Novel pharmaceutical compound,IV,Completed,2019-03-02,2021-01-15,GSK,3813,Safety and efficacy of intervention in Heart Failure,Global,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT49721770,A Phase III Study of Novel pharmaceutical compound in Schizophrenia,Schizophrenia,Vaccine,II,Completed,2024-08-25,2028-02-07,Merck,3179,Safety and efficacy of intervention in Schizophrenia,Global,Adults aged 18-75 with confirmed Schizophrenia,"Pregnancy, severe comorbidities, previous treatment failure"
NCT16080627,A Phase IV Study of Immunotherapy in Lung Cancer,Lung Cancer,Dietary supplement,IV,Suspended,2023-05-24,2025-01-21,Roche,182,Safety and efficacy of intervention in Lung Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT63857670,A Phase I Study of Behavioral intervention in Lupus,Lupus,Immunotherapy,I,Not yet recruiting,2019-03-30,2021-03-07,Novartis,908,Safety and efficacy of intervention in Lupus,Asia-Pacific,Adults aged 18-75 with confirmed Lupus,"Pregnancy, severe comorbidities, previous treatment failure"
NCT72207798,A Phase I Study of Novel pharmaceutical compound in Sleep Apnea,Sleep Apnea,Surgical procedure,IV,Completed,2020-01-01,2022-03-08,Academic Medical Center,1940,Safety and efficacy of intervention in Sleep Apnea,United States,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT74998609,A Phase I Study of Stem cell therapy in Obesity,Obesity,Vaccine,IV,Completed,2020-05-22,2025-04-02,GSK,859,Safety and efficacy of intervention in Obesity,Asia-Pacific,Adults aged 18-75 with confirmed Obesity,"Pregnancy, severe comorbidities, previous treatment failure"
NCT82625512,A Phase IV Study of Behavioral intervention in Rheumatoid Arthritis,Rheumatoid Arthritis,Vaccine,III,Terminated,2021-02-02,2022-03-25,Johnson & Johnson,1720,Safety and efficacy of intervention in Rheumatoid Arthritis,Global,Adults aged 18-75 with confirmed Rheumatoid Arthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT43216426,A Phase I Study of Gene therapy in Sleep Apnea,Sleep Apnea,Dietary supplement,IV,Recruiting,2023-04-29,2028-03-05,Pfizer,152,Safety and efficacy of intervention in Sleep Apnea,Asia-Pacific,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT41896855,A Phase III Study of Vaccine in Sleep Apnea,Sleep Apnea,Vaccine,III,Terminated,2022-06-23,2026-10-05,Pfizer,3018,Safety and efficacy of intervention in Sleep Apnea,Europe,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT12317452,A Phase I Study of Vaccine in Multiple Sclerosis,Multiple Sclerosis,Immunotherapy,IV,Terminated,2020-03-21,2022-11-29,Roche,452,Safety and efficacy of intervention in Multiple Sclerosis,United States,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT47707967,A Phase I Study of Immunotherapy in Obesity,Obesity,Gene therapy,II,Terminated,2022-02-15,2024-09-24,Pfizer,4785,Safety and efficacy of intervention in Obesity,United States,Adults aged 18-75 with confirmed Obesity,"Pregnancy, severe comorbidities, previous treatment failure"
NCT63966355,A Phase IV Study of Dietary supplement in Obesity,Obesity,Stem cell therapy,IV,Completed,2022-11-03,2026-09-08,Merck,2738,Safety and efficacy of intervention in Obesity,Europe,Adults aged 18-75 with confirmed Obesity,"Pregnancy, severe comorbidities, previous treatment failure"
NCT31211123,A Phase II Study of Behavioral intervention in COPD,COPD,Stem cell therapy,III,Suspended,2023-03-26,2024-02-24,GSK,4917,Safety and efficacy of intervention in COPD,Global,Adults aged 18-75 with confirmed COPD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT35172956,A Phase I Study of Gene therapy in Chronic Kidney Disease,Chronic Kidney Disease,Dietary supplement,II,Suspended,2023-11-06,2028-06-28,Pfizer,2365,Safety and efficacy of intervention in Chronic Kidney Disease,United States,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT41947132,A Phase I Study of Dietary supplement in Colorectal Cancer,Colorectal Cancer,Gene therapy,I,Terminated,2019-03-27,2023-05-12,Pfizer,3939,Safety and efficacy of intervention in Colorectal Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT92383879,A Phase IV Study of Immunotherapy in Multiple Sclerosis,Multiple Sclerosis,Behavioral intervention,II,Not yet recruiting,2024-08-23,2026-12-10,GSK,4963,Safety and efficacy of intervention in Multiple Sclerosis,Global,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT39199035,A Phase III Study of Novel pharmaceutical compound in Rheumatoid Arthritis,Rheumatoid Arthritis,Stem cell therapy,I,"Active, not recruiting",2020-11-01,2022-05-22,Johnson & Johnson,3269,Safety and efficacy of intervention in Rheumatoid Arthritis,Europe,Adults aged 18-75 with confirmed Rheumatoid Arthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT80995579,A Phase I Study of Immunotherapy in Obesity,Obesity,Behavioral intervention,II,"Active, not recruiting",2020-11-16,2021-11-25,Academic Medical Center,1331,Safety and efficacy of intervention in Obesity,United States,Adults aged 18-75 with confirmed Obesity,"Pregnancy, severe comorbidities, previous treatment failure"
NCT65693910,A Phase II Study of Immunotherapy in Hepatitis C,Hepatitis C,Vaccine,IV,Not yet recruiting,2023-10-20,2027-05-17,NIH,4521,Safety and efficacy of intervention in Hepatitis C,Global,Adults aged 18-75 with confirmed Hepatitis C,"Pregnancy, severe comorbidities, previous treatment failure"
NCT30228380,A Phase II Study of Behavioral intervention in Parkinson's Disease,Parkinson's Disease,Surgical procedure,IV,"Active, not recruiting",2022-04-27,2026-05-21,Academic Medical Center,3414,Safety and efficacy of intervention in Parkinson's Disease,Europe,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT96872513,A Phase IV Study of Gene therapy in Lung Cancer,Lung Cancer,Dietary supplement,III,Terminated,2019-05-09,2020-01-30,NIH,4968,Safety and efficacy of intervention in Lung Cancer,Europe,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT80784304,A Phase I Study of Vaccine in Alzheimer's Disease,Alzheimer's Disease,Novel pharmaceutical compound,IV,Recruiting,2025-08-03,2027-01-28,Roche,1846,Safety and efficacy of intervention in Alzheimer's Disease,Europe,Adults aged 18-75 with confirmed Alzheimer's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT40038450,A Phase IV Study of Vaccine in HIV/AIDS,HIV/AIDS,Dietary supplement,I,Completed,2019-09-04,2023-12-22,Johnson & Johnson,2524,Safety and efficacy of intervention in HIV/AIDS,United States,Adults aged 18-75 with confirmed HIV/AIDS,"Pregnancy, severe comorbidities, previous treatment failure"
NCT57614205,A Phase II Study of Immunotherapy in Sleep Apnea,Sleep Apnea,Stem cell therapy,IV,"Active, not recruiting",2020-12-27,2023-07-19,Roche,3782,Safety and efficacy of intervention in Sleep Apnea,Europe,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT30923423,A Phase I Study of Vaccine in Hepatitis C,Hepatitis C,Novel pharmaceutical compound,II,Completed,2019-08-20,2022-08-30,Johnson & Johnson,518,Safety and efficacy of intervention in Hepatitis C,United States,Adults aged 18-75 with confirmed Hepatitis C,"Pregnancy, severe comorbidities, previous treatment failure"
NCT39649179,A Phase IV Study of Immunotherapy in Sleep Apnea,Sleep Apnea,Gene therapy,III,Completed,2022-09-30,2024-11-08,Johnson & Johnson,815,Safety and efficacy of intervention in Sleep Apnea,Global,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT45612298,A Phase IV Study of Surgical procedure in Depression,Depression,Stem cell therapy,IV,Terminated,2021-07-10,2023-01-10,Pfizer,1655,Safety and efficacy of intervention in Depression,United States,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT96545049,A Phase II Study of Surgical procedure in Breast Cancer,Breast Cancer,Stem cell therapy,IV,Completed,2020-07-18,2022-12-24,GSK,3652,Safety and efficacy of intervention in Breast Cancer,Global,Adults aged 18-75 with confirmed Breast Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT63685402,A Phase IV Study of Stem cell therapy in Chronic Kidney Disease,Chronic Kidney Disease,Gene therapy,III,Suspended,2022-05-13,2027-05-05,Merck,299,Safety and efficacy of intervention in Chronic Kidney Disease,United States,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT29551644,A Phase II Study of Behavioral intervention in Osteoarthritis,Osteoarthritis,Surgical procedure,III,Completed,2020-03-29,2024-05-24,Merck,2786,Safety and efficacy of intervention in Osteoarthritis,Europe,Adults aged 18-75 with confirmed Osteoarthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT72279695,A Phase II Study of Gene therapy in Sleep Apnea,Sleep Apnea,Surgical procedure,II,Suspended,2020-11-02,2021-12-08,Novartis,2372,Safety and efficacy of intervention in Sleep Apnea,Global,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT33352736,A Phase III Study of Immunotherapy in Lung Cancer,Lung Cancer,Combination therapy,III,Suspended,2023-07-15,2025-12-19,NIH,2784,Safety and efficacy of intervention in Lung Cancer,Global,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT21105049,A Phase IV Study of Medical device in Alzheimer's Disease,Alzheimer's Disease,Behavioral intervention,I,Recruiting,2024-02-18,2028-05-28,Academic Medical Center,2180,Safety and efficacy of intervention in Alzheimer's Disease,Asia-Pacific,Adults aged 18-75 with confirmed Alzheimer's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT96060751,A Phase III Study of Gene therapy in Lung Cancer,Lung Cancer,Combination therapy,III,Suspended,2023-04-02,2025-03-22,NIH,4420,Safety and efficacy of intervention in Lung Cancer,United States,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT82779859,A Phase III Study of Combination therapy in Obesity,Obesity,Behavioral intervention,III,Terminated,2019-09-09,2024-07-09,Roche,4100,Safety and efficacy of intervention in Obesity,Asia-Pacific,Adults aged 18-75 with confirmed Obesity,"Pregnancy, severe comorbidities, previous treatment failure"
NCT34827709,A Phase III Study of Combination therapy in Hepatitis C,Hepatitis C,Surgical procedure,I,Not yet recruiting,2019-02-10,2019-09-22,GSK,3843,Safety and efficacy of intervention in Hepatitis C,Europe,Adults aged 18-75 with confirmed Hepatitis C,"Pregnancy, severe comorbidities, previous treatment failure"
NCT88285541,A Phase II Study of Immunotherapy in Asthma,Asthma,Behavioral intervention,IV,Completed,2022-01-24,2024-11-29,GSK,4492,Safety and efficacy of intervention in Asthma,Global,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT16992291,A Phase I Study of Stem cell therapy in HIV/AIDS,HIV/AIDS,Vaccine,I,Suspended,2019-09-13,2022-05-29,Merck,116,Safety and efficacy of intervention in HIV/AIDS,Europe,Adults aged 18-75 with confirmed HIV/AIDS,"Pregnancy, severe comorbidities, previous treatment failure"
NCT89852137,A Phase I Study of Medical device in Lupus,Lupus,Combination therapy,II,Not yet recruiting,2019-10-07,2021-01-25,Pfizer,3360,Safety and efficacy of intervention in Lupus,United States,Adults aged 18-75 with confirmed Lupus,"Pregnancy, severe comorbidities, previous treatment failure"
NCT38211192,A Phase III Study of Immunotherapy in Obesity,Obesity,Gene therapy,I,Terminated,2025-03-11,2028-05-31,Academic Medical Center,3598,Safety and efficacy of intervention in Obesity,Global,Adults aged 18-75 with confirmed Obesity,"Pregnancy, severe comorbidities, previous treatment failure"
NCT19844072,A Phase IV Study of Surgical procedure in Lung Cancer,Lung Cancer,Medical device,III,Suspended,2019-10-15,2023-07-05,Merck,2847,Safety and efficacy of intervention in Lung Cancer,United States,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT16106160,A Phase IV Study of Medical device in Colorectal Cancer,Colorectal Cancer,Dietary supplement,I,Completed,2021-09-23,2022-09-16,Pfizer,1164,Safety and efficacy of intervention in Colorectal Cancer,Europe,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT36569311,A Phase IV Study of Dietary supplement in Osteoarthritis,Osteoarthritis,Novel pharmaceutical compound,IV,Completed,2024-04-24,2027-07-20,GSK,2149,Safety and efficacy of intervention in Osteoarthritis,Asia-Pacific,Adults aged 18-75 with confirmed Osteoarthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT50835829,A Phase I Study of Medical device in ADHD,ADHD,Immunotherapy,III,"Active, not recruiting",2020-03-07,2023-03-17,NIH,1245,Safety and efficacy of intervention in ADHD,Asia-Pacific,Adults aged 18-75 with confirmed ADHD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT63138373,A Phase IV Study of Combination therapy in Parkinson's Disease,Parkinson's Disease,Surgical procedure,II,Terminated,2019-07-26,2022-10-08,Pfizer,303,Safety and efficacy of intervention in Parkinson's Disease,Global,Adults aged 18-75 with confirmed Parkinson's Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT14851520,A Phase II Study of Combination therapy in Sleep Apnea,Sleep Apnea,Medical device,IV,Not yet recruiting,2023-06-25,2025-04-26,NIH,1407,Safety and efficacy of intervention in Sleep Apnea,Europe,Adults aged 18-75 with confirmed Sleep Apnea,"Pregnancy, severe comorbidities, previous treatment failure"
NCT49641447,A Phase II Study of Surgical procedure in COPD,COPD,Behavioral intervention,II,Recruiting,2023-05-06,2026-12-03,Johnson & Johnson,1833,Safety and efficacy of intervention in COPD,Global,Adults aged 18-75 with confirmed COPD,"Pregnancy, severe comorbidities, previous treatment failure"
NCT89820720,A Phase IV Study of Surgical procedure in Depression,Depression,Surgical procedure,IV,Recruiting,2024-04-11,2028-12-14,Johnson & Johnson,3476,Safety and efficacy of intervention in Depression,United States,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT16349510,A Phase II Study of Gene therapy in Breast Cancer,Breast Cancer,Stem cell therapy,III,Completed,2021-11-18,2023-06-10,Academic Medical Center,2200,Safety and efficacy of intervention in Breast Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Breast Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT44726483,A Phase III Study of Novel pharmaceutical compound in Schizophrenia,Schizophrenia,Dietary supplement,IV,Not yet recruiting,2022-06-22,2023-12-08,Academic Medical Center,658,Safety and efficacy of intervention in Schizophrenia,United States,Adults aged 18-75 with confirmed Schizophrenia,"Pregnancy, severe comorbidities, previous treatment failure"
NCT40056337,A Phase I Study of Surgical procedure in Hypertension,Hypertension,Medical device,I,Not yet recruiting,2022-12-14,2025-12-03,NIH,2958,Safety and efficacy of intervention in Hypertension,Global,Adults aged 18-75 with confirmed Hypertension,"Pregnancy, severe comorbidities, previous treatment failure"
NCT32779109,A Phase II Study of Vaccine in Asthma,Asthma,Medical device,IV,Terminated,2023-06-01,2024-05-14,Pfizer,3079,Safety and efficacy of intervention in Asthma,United States,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT40957694,A Phase III Study of Vaccine in Rheumatoid Arthritis,Rheumatoid Arthritis,Behavioral intervention,II,Terminated,2021-06-15,2023-02-28,Roche,2878,Safety and efficacy of intervention in Rheumatoid Arthritis,Europe,Adults aged 18-75 with confirmed Rheumatoid Arthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT36336473,A Phase III Study of Novel pharmaceutical compound in Multiple Sclerosis,Multiple Sclerosis,Medical device,IV,Suspended,2024-12-23,2029-09-27,Pfizer,183,Safety and efficacy of intervention in Multiple Sclerosis,Global,Adults aged 18-75 with confirmed Multiple Sclerosis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT34725031,A Phase IV Study of Gene therapy in Heart Failure,Heart Failure,Novel pharmaceutical compound,IV,Suspended,2018-10-11,2020-05-13,Roche,2113,Safety and efficacy of intervention in Heart Failure,Europe,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT13650704,A Phase II Study of Novel pharmaceutical compound in Colorectal Cancer,Colorectal Cancer,Behavioral intervention,IV,Terminated,2022-12-16,2024-09-06,GSK,974,Safety and efficacy of intervention in Colorectal Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT47001397,A Phase III Study of Novel pharmaceutical compound in Chronic Kidney Disease,Chronic Kidney Disease,Surgical procedure,I,Not yet recruiting,2022-05-12,2027-01-12,GSK,1328,Safety and efficacy of intervention in Chronic Kidney Disease,Asia-Pacific,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT27246013,A Phase I Study of Surgical procedure in Colorectal Cancer,Colorectal Cancer,Combination therapy,III,Not yet recruiting,2019-04-11,2022-05-27,Roche,1847,Safety and efficacy of intervention in Colorectal Cancer,Global,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT62965042,A Phase I Study of Medical device in Breast Cancer,Breast Cancer,Stem cell therapy,IV,Recruiting,2024-10-18,2028-04-18,GSK,3844,Safety and efficacy of intervention in Breast Cancer,Europe,Adults aged 18-75 with confirmed Breast Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT58363543,A Phase II Study of Immunotherapy in Breast Cancer,Breast Cancer,Immunotherapy,II,"Active, not recruiting",2025-03-20,2026-12-25,Novartis,1782,Safety and efficacy of intervention in Breast Cancer,United States,Adults aged 18-75 with confirmed Breast Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT31655660,A Phase I Study of Gene therapy in Coronary Artery Disease,Coronary Artery Disease,Medical device,III,"Active, not recruiting",2021-09-16,2022-08-14,Novartis,2098,Safety and efficacy of intervention in Coronary Artery Disease,United States,Adults aged 18-75 with confirmed Coronary Artery Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT42450416,A Phase III Study of Vaccine in Hypertension,Hypertension,Novel pharmaceutical compound,III,Suspended,2025-01-07,2025-08-19,Johnson & Johnson,2810,Safety and efficacy of intervention in Hypertension,Asia-Pacific,Adults aged 18-75 with confirmed Hypertension,"Pregnancy, severe comorbidities, previous treatment failure"
NCT30936305,A Phase II Study of Immunotherapy in Colorectal Cancer,Colorectal Cancer,Vaccine,IV,Completed,2021-11-15,2024-12-31,Pfizer,1396,Safety and efficacy of intervention in Colorectal Cancer,Global,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT11611075,A Phase IV Study of Immunotherapy in Colorectal Cancer,Colorectal Cancer,Gene therapy,III,Recruiting,2020-03-08,2020-12-12,Pfizer,4301,Safety and efficacy of intervention in Colorectal Cancer,Asia-Pacific,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT63804074,A Phase II Study of Dietary supplement in Colorectal Cancer,Colorectal Cancer,Medical device,I,Terminated,2024-05-01,2028-10-15,Roche,4876,Safety and efficacy of intervention in Colorectal Cancer,Global,Adults aged 18-75 with confirmed Colorectal Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT47913545,A Phase III Study of Vaccine in Depression,Depression,Vaccine,III,Terminated,2019-01-01,2023-04-06,Academic Medical Center,699,Safety and efficacy of intervention in Depression,Asia-Pacific,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
NCT20490578,A Phase I Study of Stem cell therapy in Chronic Kidney Disease,Chronic Kidney Disease,Immunotherapy,I,"Active, not recruiting",2020-08-26,2025-06-13,Roche,1556,Safety and efficacy of intervention in Chronic Kidney Disease,Europe,Adults aged 18-75 with confirmed Chronic Kidney Disease,"Pregnancy, severe comorbidities, previous treatment failure"
NCT62522652,A Phase I Study of Gene therapy in Lung Cancer,Lung Cancer,Behavioral intervention,IV,Suspended,2023-07-13,2025-11-12,Pfizer,3516,Safety and efficacy of intervention in Lung Cancer,United States,Adults aged 18-75 with confirmed Lung Cancer,"Pregnancy, severe comorbidities, previous treatment failure"
NCT13624779,A Phase I Study of Surgical procedure in Bipolar Disorder,Bipolar Disorder,Surgical procedure,III,Not yet recruiting,2023-10-27,2027-10-22,Academic Medical Center,2469,Safety and efficacy of intervention in Bipolar Disorder,Asia-Pacific,Adults aged 18-75 with confirmed Bipolar Disorder,"Pregnancy, severe comorbidities, previous treatment failure"
NCT33188198,A Phase IV Study of Immunotherapy in Heart Failure,Heart Failure,Combination therapy,IV,Completed,2021-12-25,2022-09-06,NIH,3636,Safety and efficacy of intervention in Heart Failure,Asia-Pacific,Adults aged 18-75 with confirmed Heart Failure,"Pregnancy, severe comorbidities, previous treatment failure"
NCT17609745,A Phase III Study of Novel pharmaceutical compound in Asthma,Asthma,Immunotherapy,III,"Active, not recruiting",2021-07-24,2022-05-21,Novartis,4849,Safety and efficacy of intervention in Asthma,Asia-Pacific,Adults aged 18-75 with confirmed Asthma,"Pregnancy, severe comorbidities, previous treatment failure"
NCT30532901,A Phase III Study of Gene therapy in Rheumatoid Arthritis,Rheumatoid Arthritis,Novel pharmaceutical compound,II,Suspended,2022-02-16,2025-08-27,Pfizer,2467,Safety and efficacy of intervention in Rheumatoid Arthritis,Asia-Pacific,Adults aged 18-75 with confirmed Rheumatoid Arthritis,"Pregnancy, severe comorbidities, previous treatment failure"
NCT42444867,A Phase I Study of Gene therapy in Depression,Depression,Stem cell therapy,IV,Suspended,2019-06-07,2023-09-25,GSK,2916,Safety and efficacy of intervention in Depression,Global,Adults aged 18-75 with confirmed Depression,"Pregnancy, severe comorbidities, previous treatment failure"
